Month_Index,Station 1,Station 2,Station 3,Station 4
34,0.04096774193548387,0.07177419354838713,0.0,1.9683870967741934
35,0.036709677419354846,0.06851612903225811,0.0,1.1474838709677422
36,0.020741935483870974,0.054387096774193566,0.0,0.21980645161290316
37,0.016633333333333344,0.056800000000000024,0.013000000000000005,1.8020000000000003
38,0.055333333333333345,0.08030000000000001,0.04040000000000001,2.278666666666666
39,0.09063333333333334,0.13793333333333335,0.09333333333333335,4.665333333333334
40,0.085,0.24183333333333346,0.10260000000000002,2.4649333333333336
41,0.06649999999999999,0.13923333333333338,0.13953333333333334,0.9089999999999999
42,0.02558620689655174,0.16172413793103446,0.05475862068965517,3.187
43,0.5908064516129032,0.5969032258064516,0.2470967741935484,3.887096774193548
44,0.9911935483870971,0.2690967741935483,0.1865806451612903,2.3666451612903225
45,0.35219354838709677,0.2043870967741937,0.2596451612903226,0.8789677419354839
46,0.3653225806451613,0.14603225806451617,0.109741935483871,0.8345806451612903
47,0.24509677419354842,0.08422580645161291,0.04819354838709678,0.8920000000000001
48,0.15316129032258058,0.08038709677419356,0.05622580645161289,0.9039354838709677
49,0.18243333333333336,0.09026666666666666,0.06199999999999999,0.3567666666666666
50,0.12493333333333334,0.06383333333333333,0.06686666666666667,0.3289333333333334
51,0.1532333333333333,0.07523333333333333,0.07653333333333333,0.4943333333333333
52,0.09936666666666666,0.09003333333333335,0.06766666666666667,0.3477666666666668
53,0.1436333333333333,0.11596666666666665,0.10020000000000001,0.26153333333333334
54,0.3963793103448277,0.7433793103448276,0.31586206896551733,0.656
55,0.49725806451612914,0.1007741935483871,0.20935483870967742,0.05970967741935484
56,0.3555483870967744,0.2170322580645161,0.08793548387096772,0.08619354838709677
57,0.21338709677419357,0.07225806451612904,0.04770967741935484,0.0
58,0.15541935483870967,0.06664516129032257,0.03748387096774194,0.0
59,0.0668064516129032,0.034838709677419366,0.03674193548387097,0.0
60,0.04890322580645161,0.13029032258064516,0.03854838709677421,0.0
61,0.13616666666666666,0.07099999999999998,0.15446666666666667,0.9411666666666665
62,0.08810000000000004,0.05333333333333332,0.06176666666666666,0.46369999999999983
63,0.11329999999999998,0.053766666666666636,0.07473333333333332,0.4158999999999999
64,0.08380000000000001,0.05260000000000001,0.07106666666666665,0.4876333333333332
65,0.17083333333333336,0.11073333333333334,0.29293333333333327,1.1715666666666666
66,0.3136551724137931,0.08376666666666668,0.18393333333333337,0.4690666666666667
67,0.37754838709677413,0.22564516129032258,0.21125806451612905,0.570225806451613
68,0.4448387096774193,0.195483870967742,0.24738709677419357,0.5179354838709678
69,0.4420645161290323,0.22193548387096773,0.11545161290322582,0.3300645161290323
70,0.2676451612903227,0.2384838709677419,0.07338709677419353,0.19822580645161297
71,0.2660322580645162,0.196258064516129,0.0742258064516129,0.0
72,0.3351935483870967,0.1610967741935484,0.2004193548387097,0.2160322580645161
73,0.347766666666667,0.33013333333333333,0.38970000000000005,1.6664
74,0.1860333333333333,0.22910000000000003,0.45993333333333336,1.2392666666666665
75,0.26219999999999993,0.2824666666666667,0.21363333333333337,2.6053333333333337
76,0.24016666666666678,0.13973333333333332,0.18389999999999998,1.3207333333333333
77,0.38546666666666674,0.2854333333333334,0.17346666666666669,2.3635666666666664
78,0.713896551724138,0.5605172413793104,0.1514827586206897,5.686896551724139
79,0.5429354838709676,0.3279354838709678,0.23693548387096772,3.4809677419354843
80,0.7630967741935482,0.15664516129032258,0.3372903225806451,3.382709677419356
81,0.43809677419354853,0.12990322580645158,0.1949354838709677,0.389451612903226
82,0.21419354838709667,0.36141935483870974,0.22267741935483873,0.5655483870967744
83,0.1067741935483871,0.043935483870967754,0.24303225806451606,0.0
84,0.10435483870967742,0.047000000000000014,0.3406129032258065,0.012419354838709675
85,0.09713333333333336,0.06956666666666668,0.33880000000000005,0.3055333333333333
86,0.111,0.0637666666666667,0.2695,0.577
87,0.12800000000000009,0.12710000000000002,0.24129999999999996,0.23323333333333338
88,0.11500000000000006,0.09866666666666668,0.22973333333333332,0.31539999999999996
89,0.1792666666666666,0.06363333333333335,0.24116666666666672,0.38213333333333327
90,0.25875862068965527,0.1090689655172414,0.2574827586206896,1.061551724137931
91,0.2294838709677418,0.08858064516129034,0.1439677419354839,0.6188387096774192
92,0.19996774193548378,0.10006451612903229,0.08561290322580646,0.2771612903225807
93,0.2109354838709677,0.09316129032258065,0.05619354838709677,0.08451612903225807
94,0.18267741935483878,0.10009677419354832,0.056354838709677425,0.33096774193548384
95,0.08145161290322582,0.05280645161290324,0.056354838709677425,0.18693548387096773
96,0.23654838709677423,0.09648387096774189,0.07880645161290324,0.3940322580645162
97,0.11190000000000001,0.08653333333333331,0.32126666666666664,1.7833666666666665
98,0.1255666666666667,0.07100000000000001,0.1667666666666667,1.7249333333333332
99,0.07246666666666668,0.07269999999999999,0.07876666666666667,1.1130666666666669
100,0.09013333333333333,0.05833333333333334,0.07233333333333333,1.179266666666667
101,0.17000000000000004,0.06770000000000001,0.11103333333333333,2.3288333333333338
102,0.8582758620689656,1.1390344827586207,0.17793103448275863,8.596206896551724
103,1.3048387096774194,0.590032258064516,0.521967741935484,8.655451612903224
104,2.035870967741936,0.227741935483871,0.1274193548387097,0.9047419354838709
105,1.5048387096774198,0.30377419354838714,0.10829032258064519,1.0490967741935484
106,0.5140645161290319,0.11241935483870968,0.36983870967741933,3.1390967741935483
107,0.40877419354838707,0.13441935483870968,0.19522580645161292,1.4702258064516134
108,0.3918387096774195,0.4118709677419352,0.16329032258064516,0.7800322580645161
109,0.35559999999999997,0.24083333333333332,0.16699999999999995,2.0879333333333334
110,0.3131666666666667,0.17426666666666665,0.14536666666666662,0.5166999999999999
111,0.31473333333333336,0.2374000000000001,0.18,0.9078333333333336
112,0.2882333333333333,0.20793333333333347,0.1722,2.0533333333333332
113,0.4417999999999999,0.21126666666666669,0.13099999999999998,1.3858333333333333
114,0.35380000000000006,0.30430000000000007,0.1386333333333333,1.4456666666666669
115,0.31783870967741934,0.37993548387096776,0.13806451612903226,0.8180322580645162
116,0.6270967741935481,0.3621935483870968,0.18299999999999994,1.1161612903225806
117,0.43612903225806454,0.1979032258064516,0.15519354838709679,0.5995806451612903
118,0.28951612903225804,0.15412903225806446,0.12332258064516131,0.3868709677419354
119,0.21974193548387091,0.12048387096774191,0.10335483870967742,0.20906451612903224
120,0.1723548387096774,0.09874193548387097,0.08883870967741937,0.0
121,0.261,0.16360000000000005,0.15433333333333335,0.703
122,0.171,0.09329999999999998,0.10066666666666668,0.892
123,0.278,0.2440666666666667,0.2858666666666666,0.905
124,0.17,0.11750000000000003,0.10663333333333337,1.122
125,0.217,0.1487333333333334,0.09603333333333335,1.444
126,0.371,0.2320344827586206,0.20875862068965517,1.234
127,0.3740000000000001,0.48538709677419356,0.185258064516129,3.272000000000001
128,0.31625806451612926,0.14067741935483874,0.08800000000000002,0.09764516129032258
129,0.24741935483870955,0.11009677419354837,0.23822580645161281,0.4441935483870968
130,0.21025806451612897,0.04516129032258065,0.14080645161290326,0.27825806451612906
131,0.14793548387096775,0.051000000000000024,0.07103225806451613,0.0
132,0.09477419354838712,0.08567741935483875,0.04335483870967742,0.01967741935483871
133,0.15343333333333334,0.10236666666666663,0.05300000000000001,0.17930000000000001
134,0.16256666666666666,0.09739999999999999,0.06273333333333334,0.32666666666666677
135,0.1624666666666666,0.08413333333333332,0.08450000000000002,0.3305
136,0.1486333333333333,0.10673333333333333,0.06836666666666667,0.17179999999999998
137,0.14720000000000003,0.08580000000000006,0.07239999999999999,0.13823333333333335
138,0.1727931034482758,0.12644827586206897,0.10010344827586208,0.2978965517241379
139,0.2779999999999999,0.268,0.11025806451612902,0.24180645161290323
140,0.2090645161290322,0.0740967741935484,0.11683870967741938,0.1126774193548387
141,0.16754838709677414,0.06032258064516129,0.07661290322580644,0.0
142,0.14309677419354838,0.08138709677419355,0.09161290322580645,0.03564516129032258
143,0.08425806451612905,0.04606451612903226,0.03690322580645163,0.004870967741935484
144,0.10138709677419355,0.06983870967741936,0.14480645161290323,0.2772903225806452
145,0.12913333333333332,0.05126666666666667,0.05533333333333335,0.19460000000000002
146,0.14536666666666667,0.10256666666666667,0.1152333333333333,0.9133666666666667
147,0.14550000000000005,0.12216666666666672,0.10976666666666669,0.7950666666666666
148,0.14293333333333333,0.1290333333333333,0.14179999999999998,1.1026999999999998
149,0.16713333333333338,0.12866666666666668,0.18646666666666667,1.9412666666666663
150,0.29655172413793107,0.1219310344827586,0.22534482758620694,1.6129655172413793
151,0.7731290322580645,0.2654516129032259,0.9065806451612904,3.3734516129032257
152,0.718064516129032,0.2256774193548388,0.32996774193548367,2.3553548387096774
153,0.347,0.16567741935483873,0.1808064516129032,0.5505483870967742
154,0.16677419354838707,0.09429032258064517,0.09593548387096774,0.2513870967741935
155,0.12858064516129036,0.06438709677419356,0.08080645161290324,0.18545161290322576
156,0.1729677419354839,0.07509677419354842,0.42519354838709666,2.4836451612903216
157,0.18309999999999998,0.10086666666666669,0.1772333333333333,0.5950666666666665
158,0.1854666666666667,0.07293333333333332,0.14333333333333334,0.8573666666666665
159,0.12279999999999998,0.08626666666666666,0.10366666666666667,0.9119999999999997
160,0.08849999999999998,0.09810000000000005,0.09270000000000002,0.7974666666666665
161,0.12266666666666666,0.09406666666666667,0.0952,1.0091333333333332
162,0.2587,0.1701666666666667,0.17730000000000004,0.5612999999999999
163,0.46590322580645166,0.22332258064516136,0.18296774193548387,0.8791612903225805
164,0.21045161290322587,0.10558064516129032,0.17564516129032262,0.8622903225806452
165,0.08238709677419352,0.058838709677419325,0.07483870967741935,0.010677419354838711
166,0.06564516129032257,0.07300000000000001,0.03935483870967742,0.0
167,0.15729032258064524,0.029322580645161304,0.02729032258064518,0.0
168,0.04419354838709678,0.029806451612903243,0.01667741935483872,0.0
169,0.05133333333333333,0.052666666666666674,0.222,0.8402666666666665
170,0.04500000000000002,0.054533333333333336,0.06976666666666667,0.3376
171,0.0554,0.07873333333333334,0.04263333333333334,0.5398333333333335
172,0.07379999999999999,0.0812666666666667,0.05303333333333335,0.5867333333333332
173,0.12276666666666666,0.10350000000000005,0.14053333333333334,0.8301333333333333
174,0.1440689655172414,0.12920689655172415,0.14920689655172412,0.604103448275862
175,0.1726774193548387,0.12454838709677418,0.1253225806451613,0.25919354838709674
176,0.20048387096774195,0.18380645161290324,0.1548387096774194,0.8523870967741936
177,0.10551612903225809,0.10264516129032264,0.13100000000000003,0.04003225806451612
178,0.039612903225806434,0.07429032258064519,0.10545161290322583,3.2258064516129034e-05
179,0.03351612903225806,0.05880645161290324,0.07225806451612904,0.0
180,0.042967741935483875,0.06912903225806453,0.0382258064516129,0.013806451612903224
